31,4,-32.12,554.22,415.08,440.90,1,-1,-1,-1
32,12,1130.20,765.85,385.57,337.89,1,-1,-1,-1
32,8,474.33,773.36,478.32,363.47,1,-1,-1,-1
32,4,-20.60,655.22,410.04,424.21,1,-1,-1,-1
33,13,1368.09,36.60,409.62,404.86,1,-1,-1,-1
33,12,1070.85,890.14,320.47,273.60,1,-1,-1,-1
33,8,185.92,844.08,436.60,312.17,1,-1,-1,-1
34,13,1528.48,10.87,421.37,415.44,1,-1,-1,-1
35,14,1427.98,144.57,512.92,396.60,1,-1,-1,-1
36,14,1414.02,281.12,401.98,342.09,1,-1,-1,-1
37,14,1450.49,354.08,438.33,358.04,1,-1,-1,-1
38,14,1376.74,607.98,342.27,308.51,1,-1,-1,-1
38,8,740.23,582.32,375.70,332.93,1,-1,-1,-1
39,15,1585.28,728.63,324.61,370.08,1,-1,-1,-1
39,14,1362.49,788.86,279.74,271.75,1,-1,-1,-1
40,16,1053.83,549.28,216.24,316.91,1,-1,-1,-1
40,15,1567.60,843.47,326.85,274.23,1,-1,-1,-1
40,14,1380.21,918.98,228.07,215.43,1,-1,-1,-1
40,8,803.90,712.30,347.24,337.77,1,-1,-1,-1
41,18,1273.90,17.93,538.03,276.80,1,-1,-1,-1
41,17,476.81,14.42,513.14,288.77,1,-1,-1,-1
41,16,1042.30,649.82,226.75,327.35,1,-1,-1,-1
41,14,1431.27,337.53,269.77,254.30,1,-1,-1,-1
41,8,834.28,796.85,323.14,300.92,1,-1,-1,-1
42,19,9.45,-12.79,130.02,209.39,1,-1,-1,-1
42,17,457.66,42.44,544.43,373.53,1,-1,-1,-1
42,16,1007.62,745.49,254.55,347.94,1,-1,-1,-1
42,14,1365.83,125.69,364.17,336.19,1,-1,-1,-1
43,20,-7.81,21.13,161.36,392.97,1,-1,-1,-1
43,18,1693.08,120.63,311.86,251.77,1,-1,-1,-1
43,17,445.24,200.89,564.83,448.33,1,-1,-1,-1
43,16,662.07,304.69,259.48,250.45,1,-1,-1,-1
43,14,1318.29,174.96,443.40,421.88,1,-1,-1,-1
43,8,160.90,312.18,268.05,333.35,1,-1,-1,-1
44,17,436.63,315.85,571.53,511.92,1,-1,-1,-1
44,14,1285.41,244.11,494.17,486.53,1,-1,-1,-1
45,21,1.92,224.31,135.47,418.59,1,-1,-1,-1
45,20,-2.09,313.04,133.99,315.44,1,-1,-1,-1
45,17,447.72,436.40,547.24,538.08,1,-1,-1,-1
45,14,1275.29,368.57,505.79,508.44,1,-1,-1,-1
46,21,4.17,339.21,134.09,388.08,1,-1,-1,-1
46,17,434.59,532.62,548.82,562.27,1,-1,-1,-1
46,14,1270.57,496.10,518.76,526.66,1,-1,-1,-1
46,8,1084.22,454.33,276.70,241.67,1,-1,-1,-1
47,17,442.69,666.83,530.31,498.53,1,-1,-1,-1
47,14,1267.72,609.52,520.78,494.63,1,-1,-1,-1
47,8,1240.54,586.98,281.09,203.80,1,-1,-1,-1
48,14,1234.42,723.60,456.50,436.86,1,-1,-1,-1
49,23,1394.24,-5.90,491.69,277.91,1,-1,-1,-1
49,22,1772.58,841.63,171.67,205.76,1,-1,-1,-1
49,17,493.79,872.32,449.97,350.04,1,-1,-1,-1
49,8,1299.48,855.63,252.65,178.59,1,-1,-1,-1
50,24,-32.16,25.80,343.36,218.46,1,-1,-1,-1
50,23,768.53,-9.70,402.14,247.73,1,-1,-1,-1
50,14,1597.80,833.60,350.65,376.12,1,-1,-1,-1
50,8,1407.71,315.59,373.51,266.77,1,-1,-1,-1
51,17,670.30,214.90,409.24,327.51,1,-1,-1,-1
51,14,1493.31,336.00,415.63,417.72,1,-1,-1,-1
52,25,2.73,123.70,303.45,412.85,1,-1,-1,-1
52,17,698.18,86.07,434.55,366.92,1,-1,-1,-1
52,14,1447.71,236.99,455.00,432.73,1,-1,-1,-1
53,25,-15.46,79.48,185.49,277.23,1,-1,-1,-1
53,17,687.98,144.77,465.80,407.73,1,-1,-1,-1
53,14,1425.99,372.56,480.47,439.83,1,-1,-1,-1
54,17,701.10,233.56,468.66,438.65,1,-1,-1,-1
54,14,1413.22,510.56,498.60,448.52,1,-1,-1,-1
55,27,-3.76,640.38,300.86,366.32,1,-1,-1,-1
55,17,696.21,356.99,474.58,461.00,1,-1,-1,-1
55,14,1419.59,631.68,502.17,431.23,1,-1,-1,-1
56,26,2.23,757.95,310.65,331.82,1,-1,-1,-1
56,17,728.99,485.17,452.35,460.90,1,-1,-1,-1
56,14,1414.81,750.01,504.49,369.94,1,-1,-1,-1
57,28,1459.32,958.00,211.67,140.29,1,-1,-1,-1
57,26,5.60,867.26,274.59,254.08,1,-1,-1,-1
57,17,746.60,604.85,439.73,452.43,1,-1,-1,-1
58,30,488.62,46.30,461.69,352.50,1,-1,-1,-1
58,29,1242.11,-6.67,286.52,184.52,1,-1,-1,-1
58,28,1714.96,63.63,190.12,129.31,1,-1,-1,-1
58,17,658.30,227.37,385.37,433.49,1,-1,-1,-1
59,30,542.96,154.17,399.77,372.10,1,-1,-1,-1
60,34,1691.91,20.09,239.06,396.05,1,-1,-1,-1
60,33,1230.39,59.53,453.34,350.92,1,-1,-1,-1
60,30,529.60,285.43,409.88,383.39,1,-1,-1,-1
60,17,625.85,294.77,343.79,388.36,1,-1,-1,-1
61,33,1243.68,182.57,445.32,357.18,1,-1,-1,-1
61,32,-1.63,643.87,183.95,420.32,1,-1,-1,-1
61,30,524.72,410.00,409.87,390.51,1,-1,-1,-1
61,14,1621.94,219.43,373.06,390.61,1,-1,-1,-1
62,32,6.78,478.38,212.69,418.01,1,-1,-1,-1
62,17,570.25,469.45,357.30,386.41,1,-1,-1,-1
62,14,1668.26,255.58,308.83,402.73,1,-1,-1,-1
63,33,1260.13,567.89,434.96,362.61,1,-1,-1,-1
63,32,14.16,592.69,241.07,407.10,1,-1,-1,-1
63,30,532.06,670.79,426.01,412.74,1,-1,-1,-1
63,14,1693.89,432.23,270.36,407.44,1,-1,-1,-1
64,36,70.27,6.41,429.24,305.91,1,-1,-1,-1
64,35,1274.87,698.00,367.24,355.90,1,-1,-1,-1
64,34,1758.13,740.90,166.08,282.95,1,-1,-1,-1
64,33,1264.13,708.45,401.70,356.35,1,-1,-1,-1
64,32,12.21,710.87,256.25,391.26,1,-1,-1,-1
64,17,549.51,725.47,303.76,341.75,1,-1,-1,-1
64,14,1718.43,553.83,239.85,420.57,1,-1,-1,-1
65,36,63.96,27.65,504.23,410.96,1,-1,-1,-1
65,33,1272.77,829.21,353.52,309.79,1,-1,-1,-1
65,32,11.43,826.92,268.76,316.97,1,-1,-1,-1
65,17,616.63,828.92,249.29,293.85,1,-1,-1,-1
65,14,1732.99,657.84,217.69,405.08,1,-1,-1,-1
66,34,1776.45,879.75,143.91,239.81,1,-1,-1,-1
66,33,1327.86,951.64,293.49,220.86,1,-1,-1,-1
66,17,1075.11,915.49,263.64,215.08,1,-1,-1,-1
67,37,749.14,-13.30,279.87,171.11,1,-1,-1,-1
67,35,1301.52,19.46,328.18,215.31,1,-1,-1,-1
67,34,1788.91,969.03,129.67,171.67,1,-1,-1,-1
67,17,472.92,540.64,342.55,305.90,1,-1,-1,-1
68,36,1223.99,18.79,502.36,445.51,1,-1,-1,-1
68,35,831.40,0.43,401.52,293.65,1,-1,-1,-1
68,17,227.53,544.89,390.57,375.68,1,-1,-1,-1
69,36,1347.29,111.18,477.46,403.86,1,-1,-1,-1
69,35,690.36,95.79,417.49,323.06,1,-1,-1,-1
69,17,181.31,527.32,385.71,302.86,1,-1,-1,-1
70,36,1383.57,244.58,467.35,394.26,1,-1,-1,-1
70,35,648.89,228.51,410.08,326.72,1,-1,-1,-1
70,17,173.41,607.34,368.89,260.86,1,-1,-1,-1
71,38,234.83,794.04,283.91,298.32,1,-1,-1,-1
71,36,1386.21,392.45,460.29,396.29,1,-1,-1,-1
71,35,641.79,372.59,398.10,332.05,1,-1,-1,-1
71,17,144.77,604.45,315.23,249.79,1,-1,-1,-1
72,39,247.92,910.34,252.00,186.41,1,-1,-1,-1
72,36,1378.47,540.54,456.58,405.33,1,-1,-1,-1
72,35,646.96,520.34,386.38,334.20,1,-1,-1,-1
72,17,165.47,693.25,272.83,240.55,1,-1,-1,-1
73,36,1361.81,756.25,446.69,339.70,1,-1,-1,-1
73,35,662.10,745.31,367.31,287.39,1,-1,-1,-1
74,40,1288.66,18.98,496.07,286.74,1,-1,-1,-1
75,40,1289.44,61.86,527.55,364.22,1,-1,-1,-1
75,17,32.74,115.12,283.14,201.72,1,-1,-1,-1
76,41,422.99,20.54,509.93,344.62,1,-1,-1,-1
76,40,1288.40,169.66,516.16,407.48,1,-1,-1,-1
76,17,11.95,45.80,320.76,241.69,1,-1,-1,-1
77,41,403.52,124.82,532.85,410.06,1,-1,-1,-1
77,40,1296.28,309.71,509.51,427.15,1,-1,-1,-1
77,17,-6.37,63.74,350.73,298.13,1,-1,-1,-1
78,41,392.26,366.54,534.76,444.30,1,-1,-1,-1
78,40,1288.56,555.40,510.06,457.02,1,-1,-1,-1
78,17,-13.99,260.84,361.90,339.72,1,-1,-1,-1
79,41,382.56,529.17,529.98,465.08,1,-1,-1,-1
79,40,1293.70,700.91,483.84,428.80,1,-1,-1,-1
79,17,-17.46,402.45,365.48,373.89,1,-1,-1,-1
80,41,66.13,639.92,463.57,442.76,1,-1,-1,-1
80,40,1289.86,824.07,452.56,354.28,1,-1,-1,-1
80,17,271.19,574.11,406.72,397.40,1,-1,-1,-1
81,41,-26.62,749.37,417.65,398.89,1,-1,-1,-1
81,40,1257.89,938.11,372.45,263.48,1,-1,-1,-1
81,17,397.52,712.22,420.39,360.43,1,-1,-1,-1
82,45,530.61,981.75,298.58,105.15,1,-1,-1,-1
82,44,-25.92,17.89,392.14,234.01,1,-1,-1,-1
82,43,739.63,8.17,185.50,129.69,1,-1,-1,-1
82,42,1687.41,16.07,244.20,296.93,1,-1,-1,-1
82,17,578.67,210.78,363.09,314.12,1,-1,-1,-1
83,43,1308.26,171.08,381.12,314.91,1,-1,-1,-1
83,42,1659.73,196.51,272.47,363.02,1,-1,-1,-1
83,40,1222.88,373.82,435.82,331.38,1,-1,-1,-1
83,17,613.60,72.68,368.89,322.10,1,-1,-1,-1
84,46,3.16,219.51,354.26,431.98,1,-1,-1,-1
84,42,1662.49,341.45,268.38,371.87,1,-1,-1,-1
84,40,1225.64,302.67,451.10,369.09,1,-1,-1,-1
84,17,624.03,99.51,371.28,337.01,1,-1,-1,-1
85,42,1662.06,490.89,265.07,366.69,1,-1,-1,-1
85,40,1215.89,366.73,455.29,390.51,1,-1,-1,-1
85,17,628.10,200.99,372.24,347.41,1,-1,-1,-1
86,47,0.18,485.31,317.90,433.59,1,-1,-1,-1
86,42,1660.31,627.84,264.67,365.54,1,-1,-1,-1
86,40,1237.21,480.64,434.12,403.62,1,-1,-1,-1
86,17,630.60,334.44,373.47,353.70,1,-1,-1,-1
87,47,-1.41,639.51,304.08,421.27,1,-1,-1,-1
87,42,1662.15,746.87,262.65,363.49,1,-1,-1,-1
87,40,1214.71,609.57,443.58,411.75,1,-1,-1,-1
87,17,632.22,479.43,371.48,353.61,1,-1,-1,-1
88,47,126.27,97.67,344.08,356.50,1,-1,-1,-1
88,42,1664.56,950.16,284.38,213.52,1,-1,-1,-1
88,40,1170.22,793.62,385.28,339.38,1,-1,-1,-1
88,17,629.29,699.55,366.00,322.31,1,-1,-1,-1
89,49,1030.44,-1.66,438.75,266.34,1,-1,-1,-1
89,48,1739.56,86.68,184.99,323.01,1,-1,-1,-1
89,47,143.04,-6.55,388.92,395.33,1,-1,-1,-1
89,40,773.72,283.33,342.00,323.49,1,-1,-1,-1
89,17,617.85,249.76,362.15,314.59,1,-1,-1,-1
90,48,1740.89,213.76,185.30,343.49,1,-1,-1,-1
90,47,149.00,70.52,412.43,415.92,1,-1,-1,-1
90,40,937.82,110.01,383.10,356.90,1,-1,-1,-1
90,17,612.89,145.07,360.62,325.50,1,-1,-1,-1
91,48,1741.59,347.55,184.80,358.17,1,-1,-1,-1
91,47,144.22,203.89,423.40,428.99,1,-1,-1,-1
91,40,989.85,131.73,411.50,382.32,1,-1,-1,-1
91,17,612.37,194.71,357.51,330.23,1,-1,-1,-1
92,48,1737.74,473.68,188.58,382.84,1,-1,-1,-1
92,47,125.51,349.87,438.08,440.19,1,-1,-1,-1
92,40,1003.25,235.79,424.37,392.66,1,-1,-1,-1
92,17,611.90,310.82,355.00,331.26,1,-1,-1,-1
93,48,1745.28,692.46,181.28,375.78,1,-1,-1,-1
93,47,170.28,578.67,398.64,420.44,1,-1,-1,-1
93,40,1006.25,464.81,430.73,406.30,1,-1,-1,-1
93,17,611.13,531.65,353.08,333.60,1,-1,-1,-1
94,52,1442.92,17.86,351.29,171.33,1,-1,-1,-1
94,51,-4.56,77.92,189.89,389.38,1,-1,-1,-1
94,50,379.78,-1.13,292.15,212.53,1,-1,-1,-1
94,47,447.19,707.57,347.76,379.38,1,-1,-1,-1
94,40,1001.52,145.51,421.96,367.30,1,-1,-1,-1
94,17,895.81,673.35,371.75,339.77,1,-1,-1,-1
95,54,1222.83,891.95,170.39,197.02,1,-1,-1,-1
95,53,308.99,948.73,191.58,141.55,1,-1,-1,-1
95,52,1377.92,37.17,451.85,271.15,1,-1,-1,-1
95,48,1267.79,882.79,197.15,283.72,1,-1,-1,-1
95,47,573.00,821.00,305.50,309.08,1,-1,-1,-1
95,40,999.93,64.61,409.70,376.60,1,-1,-1,-1
96,56,0.57,322.28,176.81,424.07,1,-1,-1,-1
96,55,338.62,157.83,334.95,346.99,1,-1,-1,-1
96,52,1353.57,119.93,477.05,328.90,1,-1,-1,-1
96,40,996.16,128.68,403.50,386.16,1,-1,-1,-1
97,56,-1.68,455.69,177.15,438.92,1,-1,-1,-1
97,55,330.24,305.01,341.02,341.79,1,-1,-1,-1
97,52,1343.40,245.84,477.55,356.72,1,-1,-1,-1
97,40,994.70,248.13,398.81,391.67,1,-1,-1,-1
98,56,-0.65,681.32,165.05,403.19,1,-1,-1,-1
98,55,326.62,573.17,335.13,333.04,1,-1,-1,-1
98,52,1337.18,495.95,460.95,369.26,1,-1,-1,-1
98,40,992.99,496.27,394.17,393.17,1,-1,-1,-1
99,56,1.08,814.33,145.98,324.66,1,-1,-1,-1
99,55,326.68,749.66,328.50,328.15,1,-1,-1,-1
99,52,1330.08,672.91,450.41,383.23,1,-1,-1,-1
99,40,1043.98,662.27,356.85,377.43,1,-1,-1,-1
99,17,1014.52,762.42,370.60,333.23,1,-1,-1,-1
100,56,-3.50,962.92,116.05,190.71,1,-1,-1,-1
100,55,332.19,883.49,309.92,267.46,1,-1,-1,-1
100,52,1340.66,801.14,423.07,347.75,1,-1,-1,-1
100,17,1018.80,832.10,350.60,285.40,1,-1,-1,-1
101,52,1377.44,911.02,370.49,279.66,1,-1,-1,-1
101,17,1003.83,929.41,339.12,206.64,1,-1,-1,-1
102,57,1606.96,4.94,317.61,295.28,1,-1,-1,-1
102,40,983.16,92.98,372.19,280.59,1,-1,-1,-1
103,57,1640.73,220.61,325.14,376.58,1,-1,-1,-1
103,56,179.75,124.82,332.93,308.29,1,-1,-1,-1
103,40,962.52,81.00,408.93,336.32,1,-1,-1,-1
104,58,165.39,101.00,435.98,333.40,1,-1,-1,-1
104,57,1692.59,373.75,278.06,386.29,1,-1,-1,-1
104,56,38.93,65.73,291.83,318.99,1,-1,-1,-1
104,40,955.53,193.11,419.17,354.27,1,-1,-1,-1
104,17,1507.44,507.27,346.28,269.98,1,-1,-1,-1
105,58,150.00,247.79,487.09,352.16,1,-1,-1,-1
105,57,1710.36,513.99,251.46,396.18,1,-1,-1,-1
105,56,-4.09,128.51,265.20,325.90,1,-1,-1,-1
105,40,950.63,337.34,424.75,363.71,1,-1,-1,-1
105,17,1577.86,510.93,348.96,316.92,1,-1,-1,-1
106,59,1024.28,349.19,221.64,194.97,1,-1,-1,-1
106,58,125.88,388.04,521.02,366.24,1,-1,-1,-1
106,57,1714.39,647.91,237.42,407.28,1,-1,-1,-1
106,56,-16.35,253.01,248.79,330.85,1,-1,-1,-1
106,40,940.20,496.49,427.85,365.88,1,-1,-1,-1
106,17,1620.77,600.03,335.05,347.46,1,-1,-1,-1
107,58,112.17,518.85,533.59,373.82,1,-1,-1,-1
107,57,1742.86,768.79,206.28,370.85,1,-1,-1,-1
107,56,-19.20,400.56,234.45,324.61,1,-1,-1,-1
107,40,932.57,608.04,435.55,391.35,1,-1,-1,-1
108,60,743.58,-0.63,176.34,199.10,1,-1,-1,-1
108,59,1007.26,881.20,224.15,201.50,1,-1,-1,-1
108,58,105.81,730.86,521.91,357.53,1,-1,-1,-1
108,57,1759.91,269.42,183.44,343.38,1,-1,-1,-1
108,56,-16.55,648.83,224.90,312.81,1,-1,-1,-1
108,17,1152.19,689.10,288.58,299.91,1,-1,-1,-1
109,63,180.95,11.07,201.31,194.93,1,-1,-1,-1
109,62,199.09,-11.45,113.56,210.66,1,-1,-1,-1
109,61,1184.87,11.17,434.44,319.19,1,-1,-1,-1
109,59,1022.52,1026.15,200.36,124.80,1,-1,-1,-1
109,58,181.91,865.44,443.81,295.69,1,-1,-1,-1
109,57,1756.21,179.59,178.00,339.02,1,-1,-1,-1
109,56,-15.50,818.94,224.33,263.15,1,-1,-1,-1
109,40,421.14,793.39,376.77,333.62,1,-1,-1,-1
109,17,837.23,226.96,282.66,289.77,1,-1,-1,-1
110,65,695.23,124.21,208.18,217.35,1,-1,-1,-1
110,64,176.49,36.15,249.38,298.82,1,-1,-1,-1
110,61,1175.25,99.82,451.28,359.15,1,-1,-1,-1
110,59,563.94,1069.66,153.58,88.11,1,-1,-1,-1
110,57,1744.18,236.78,181.30,332.80,1,-1,-1,-1
110,17,734.22,150.69,297.00,306.46,1,-1,-1,-1
111,65,680.24,215.63,249.10,280.26,1,-1,-1,-1
111,64,176.30,153.22,214.56,288.31,1,-1,-1,-1
111,61,1170.97,233.97,450.31,375.39,1,-1,-1,-1
111,57,1736.08,347.02,185.50,330.05,1,-1,-1,-1
112,65,678.13,351.17,250.51,302.26,1,-1,-1,-1
112,64,180.60,276.21,199.84,290.27,1,-1,-1,-1
112,61,1173.25,368.43,439.09,386.07,1,-1,-1,-1
112,57,1731.99,472.91,189.27,338.51,1,-1,-1,-1
113,65,684.04,585.81,254.23,304.34,1,-1,-1,-1
113,64,182.58,513.38,183.58,280.36,1,-1,-1,-1
113,61,1167.62,604.08,430.00,387.14,1,-1,-1,-1
113,57,1727.31,692.11,192.32,324.27,1,-1,-1,-1
114,69,1601.89,8.56,330.67,206.21,1,-1,-1,-1
114,68,1021.03,14.68,451.43,204.97,1,-1,-1,-1
114,65,692.50,743.51,271.87,307.96,1,-1,-1,-1
114,57,1727.74,847.65,193.09,259.55,1,-1,-1,-1
114,40,139.80,698.08,271.96,310.28,1,-1,-1,-1
114,17,548.03,-11.43,344.42,262.79,1,-1,-1,-1
115,70,1245.07,944.05,287.21,151.88,1,-1,-1,-1
115,69,1592.88,62.70,360.17,268.64,1,-1,-1,-1
115,67,170.76,6.63,274.23,133.42,1,-1,-1,-1
115,65,693.95,870.32,268.95,272.11,1,-1,-1,-1
115,61,1052.41,170.66,424.73,380.16,1,-1,-1,-1
115,40,100.05,764.41,259.22,300.17,1,-1,-1,-1
115,17,516.65,17.61,369.53,296.29,1,-1,-1,-1
116,69,1594.96,186.55,355.70,293.84,1,-1,-1,-1
116,65,696.64,979.82,254.51,194.86,1,-1,-1,-1
116,64,129.55,919.52,185.23,192.28,1,-1,-1,-1
116,61,1030.66,173.69,420.45,378.90,1,-1,-1,-1
116,40,120.54,265.87,260.56,288.12,1,-1,-1,-1
116,17,495.93,125.08,389.35,324.31,1,-1,-1,-1
117,71,0.53,5.32,276.97,309.97,1,-1,-1,-1
117,69,1600.64,330.85,345.10,303.95,1,-1,-1,-1
117,61,1029.26,279.60,412.18,372.81,1,-1,-1,-1
117,40,128.50,167.36,254.02,278.23,1,-1,-1,-1
117,17,489.81,244.56,397.08,343.57,1,-1,-1,-1
118,61,1019.23,488.23,414.04,394.12,1,-1,-1,-1
118,40,135.57,315.62,249.42,264.96,1,-1,-1,-1
118,17,485.67,466.99,400.66,349.40,1,-1,-1,-1
119,74,1.10,406.11,202.98,242.07,1,-1,-1,-1
119,69,1619.97,753.51,321.00,293.58,1,-1,-1,-1
119,61,1018.62,644.28,405.02,395.19,1,-1,-1,-1
119,40,124.46,458.95,244.55,264.67,1,-1,-1,-1
119,17,483.94,632.93,398.53,352.67,1,-1,-1,-1
120,76,947.99,11.13,211.33,146.16,1,-1,-1,-1
120,75,313.28,13.65,444.67,266.76,1,-1,-1,-1
120,73,1622.58,-7.96,257.17,179.31,1,-1,-1,-1
120,72,693.20,845.36,193.13,232.60,1,-1,-1,-1
120,69,1699.64,917.10,253.91,230.33,1,-1,-1,-1
120,61,1022.86,767.84,381.76,350.78,1,-1,-1,-1
120,40,127.94,612.83,234.51,256.61,1,-1,-1,-1
120,17,521.63,752.19,370.41,328.83,1,-1,-1,-1
121,75,298.30,56.10,457.39,299.86,1,-1,-1,-1
121,72,278.49,791.36,244.35,290.61,1,-1,-1,-1
121,71,75.88,684.19,296.58,386.76,1,-1,-1,-1
121,40,125.17,754.09,226.61,255.81,1,-1,-1,-1
121,17,582.47,854.26,325.96,285.50,1,-1,-1,-1
122,82,4.57,761.49,186.01,184.45,1,-1,-1,-1
122,81,-18.60,21.09,263.39,206.32,1,-1,-1,-1
122,80,789.29,39.28,422.84,374.17,1,-1,-1,-1
122,77,0.62,767.54,199.38,246.46,1,-1,-1,-1
122,75,303.71,182.53,452.16,317.51,1,-1,-1,-1
123,83,1483.65,335.60,427.56,420.28,1,-1,-1,-1
123,82,-10.32,257.97,253.72,288.77,1,-1,-1,-1
123,80,795.07,323.30,393.76,358.30,1,-1,-1,-1
123,75,299.67,437.74,453.81,336.55,1,-1,-1,-1
123,74,3.92,1002.62,87.66,83.93,1,-1,-1,-1
124,83,1518.28,494.79,405.52,406.36,1,-1,-1,-1
124,80,799.37,495.75,389.01,361.34,1,-1,-1,-1
124,75,297.45,617.34,451.05,347.81,1,-1,-1,-1
125,83,1498.53,643.29,419.28,410.72,1,-1,-1,-1
125,80,792.81,642.53,375.77,359.81,1,-1,-1,-1
125,75,299.55,751.55,443.97,351.96,1,-1,-1,-1
125,40,5.94,551.65,223.32,267.77,1,-1,-1,-1
126,83,1523.23,767.73,393.51,362.14,1,-1,-1,-1
126,80,795.10,776.22,363.48,343.18,1,-1,-1,-1
126,75,304.19,861.37,413.27,303.16,1,-1,-1,-1
126,40,-4.65,606.03,226.77,282.16,1,-1,-1,-1
127,83,1523.06,891.49,345.42,264.61,1,-1,-1,-1
